,task,config,optimizer,cell,hidden,cemb,score,all-acc,all-pre,all-rec,kno-tok-acc,kno-tok-pre,kno-tok-rec,unk-tok-acc,unk-tok-pre,unk-tok-rec,amb-tok-acc,amb-tok-pre,amb-tok-rec,unk-tar-acc,unk-tar-pre,unk-tar-rec,rank-all-acc,rank-all-pre,rank-all-rec,rank-kno-tok-acc,rank-kno-tok-pre,rank-kno-tok-rec,rank-unk-tok-acc,rank-unk-tok-pre,rank-unk-tok-rec,rank-amb-tok-acc,rank-amb-tok-pre,rank-amb-tok-rec,rank-unk-tar-acc,rank-unk-tar-pre,rank-unk-tar-rec
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_05-12_02_45.tar,lemma,Ranger-LSTM-H128-C250,Ranger,LSTM,128,250,57.1,96.72,79.25,78.86,97.31,87.87,87.75,85.03,68.43,68.12,91.33,64.07000000000001,65.34,49.25,32.97,32.82,57.0,62.0,59.5,55.0,51.0,51.0,64.0,64.0,64.0,56.0,55.0,55.0,55.0,54.0,54.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_07-09_06_21.tar,lemma,Ranger-LSTM-H128-C200,Ranger,LSTM,128,200,58.53333333333333,96.73,78.97,78.75999999999999,97.34,88.18,88.09,84.67,67.60000000000001,67.47999999999999,91.41,64.45,66.01,43.68,28.110000000000003,27.91,56.0,64.0,62.0,51.0,45.0,46.0,67.0,67.0,66.0,54.0,50.0,49.0,67.0,67.0,67.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_08-10_47_08.tar,lemma,Ranger-LSTM-H170-C300,Ranger,LSTM,170,300,57.96666666666667,96.75,79.17999999999999,78.86,97.35000000000001,88.16000000000001,88.16000000000001,84.76,67.86,67.42,91.47,63.73,65.03999999999999,47.660000000000004,31.419999999999998,31.240000000000002,55.0,63.0,59.5,49.5,46.0,44.0,66.0,66.0,67.0,51.5,57.0,57.0,62.0,63.0,63.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_06-22_26_41.tar,lemma,Ranger-LSTM-H128-C200,Ranger,LSTM,128,200,40.6,96.76,80.05,79.4,97.27,87.16000000000001,86.92,86.76,71.48,71.00999999999999,91.22,64.82,65.73,62.69,46.22,45.95,54.0,51.0,51.0,57.0,55.0,55.0,39.0,40.0,41.0,59.0,46.0,51.0,4.0,3.0,3.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_07-04_23_46.tar,lemma,Ranger-LSTM-H170-C200,Ranger,LSTM,170,200,45.86666666666667,96.78,79.92,79.32000000000001,97.3,86.83999999999999,86.65,86.61999999999999,71.65,71.06,91.45,64.49000000000001,65.99000000000001,60.57,43.93,43.730000000000004,52.5,52.0,53.0,56.0,58.0,58.0,42.0,37.0,40.0,53.0,49.0,50.0,31.5,28.0,28.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_07-11_07_23.tar,lemma,Ranger-LSTM-H170-C200,Ranger,LSTM,170,200,47.8,96.78,79.42,78.66,97.32,86.5,86.26,86.18,70.89999999999999,70.14,91.53999999999999,64.57000000000001,65.59,61.8,44.98,44.75,52.5,59.0,63.0,53.0,61.0,62.0,53.5,52.0,55.0,48.5,47.0,53.0,19.5,19.0,19.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_05-00_58_18.tar,lemma,Ranger-LSTM-H128-C300,Ranger,LSTM,128,300,45.9,96.8,80.72,80.19,97.32,88.03,87.87,86.44,71.32,70.84,91.28,63.53,64.86,61.01,44.06,43.91,51.0,46.0,47.0,53.0,48.0,50.0,48.0,45.0,45.5,57.0,58.0,60.0,26.0,27.0,27.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_06-21_31_12.tar,lemma,Ranger-LSTM-H170-C200,Ranger,LSTM,170,200,48.96666666666667,96.82,79.91,79.39,97.35000000000001,86.97,86.77,86.45,71.38,70.94,91.53999999999999,63.849999999999994,65.08,59.150000000000006,42.36,42.27,50.0,53.0,52.0,49.5,56.0,56.5,47.0,42.0,42.0,48.5,56.0,56.0,42.0,42.0,42.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_05-13_10_11.tar,lemma,Ranger-LSTM-H128-C250,Ranger,LSTM,128,250,44.06666666666667,96.83,81.01,80.63,97.32,88.14999999999999,88.08,86.95,72.13000000000001,71.75,91.35,64.53999999999999,66.27,58.620000000000005,41.82,41.730000000000004,49.0,40.0,40.0,53.0,47.0,47.0,36.0,33.0,33.0,55.0,48.0,45.0,45.0,45.0,45.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_07-15_31_49.tar,lemma,Ranger-LSTM-H128-C200,Ranger,LSTM,128,200,49.86666666666667,96.84,80.17,79.74,97.39999999999999,88.41,88.31,85.68,69.88,69.3,91.55,64.95,66.24,51.55,35.03,34.839999999999996,48.0,50.0,50.0,45.5,41.0,41.0,61.0,59.0,60.0,46.0,44.5,46.0,52.0,52.0,52.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_06-19_14_04.tar,lemma,Ranger-LSTM-H128-C200,Ranger,LSTM,128,200,46.0,96.88,80.86,80.56,97.39999999999999,88.02,88.03,86.68,71.61999999999999,71.35000000000001,91.53999999999999,64.08,65.38000000000001,57.21000000000001,40.07,39.94,47.0,42.0,43.0,45.5,49.0,48.0,40.0,38.0,37.0,48.5,54.0,54.0,48.0,48.0,48.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_07-06_34_13.tar,lemma,Ranger-LSTM-H128-C200,Ranger,LSTM,128,200,39.36666666666667,96.89,81.08999999999999,80.58,97.39,88.29,88.17,87.02,71.96000000000001,71.47,91.53999999999999,65.62,67.12,60.480000000000004,43.68,43.51,45.5,39.0,42.0,47.0,43.0,43.0,34.0,35.0,36.0,48.5,42.0,38.0,33.5,32.0,32.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_07-10_12_20.tar,lemma,Ranger-LSTM-H128-C200,Ranger,LSTM,128,200,44.06666666666667,96.89,80.65,80.12,97.38,87.55,87.33,87.08,72.24000000000001,71.84,91.63,65.14999999999999,66.51,58.18,41.25,41.15,45.5,48.0,49.0,48.0,52.0,53.0,33.0,32.0,32.0,43.5,43.0,44.0,46.0,46.0,46.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_09-05_23_49.tar,lemma,Ranger-LSTM-H170-C250,Ranger,LSTM,170,250,40.1,96.92,80.67,80.16,97.41,87.46000000000001,87.39,87.2,72.55,72.1,91.75999999999999,64.95,66.59,60.39,43.580000000000005,43.419999999999995,44.0,47.0,48.0,44.0,53.0,52.0,30.0,27.0,27.0,39.0,44.5,43.0,35.0,34.0,34.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_04-15_48_58.tar,lemma,Ranger-LSTM-H128-C300,Ranger,LSTM,128,300,45.43333333333333,96.95,80.81,80.5,97.52,89.58,89.53,85.82,69.56,69.36,91.75,66.31,67.23,48.89,32.48,32.24,41.5,44.5,44.0,34.0,29.0,27.0,59.0,60.0,59.0,40.0,35.0,37.0,57.5,57.0,57.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_06-23_23_54.tar,lemma,Ranger-LSTM-H128-C200,Ranger,LSTM,128,200,34.53333333333333,96.95,81.67,81.22,97.43,88.3,88.28,87.48,73.31,72.75,91.61,64.42999999999999,66.07,61.01,44.17,44.080000000000005,41.5,30.0,32.0,42.0,42.0,42.0,25.0,21.0,22.0,45.0,51.5,48.0,26.0,25.0,25.0
./models/latin-upc-single-lemma-complexe2-lemma-2021_03_08-23_39_47.tar,lemma,Ranger-LSTM-H128-C200,Ranger,LSTM,128,200,35.4,96.95,81.47999999999999,81.12,97.44,88.74,88.7,87.22,72.46000000000001,71.99,91.67999999999999,65.77,67.28,60.480000000000004,43.54,43.36,41.5,34.0,34.5,41.0,37.0,37.0,28.5,28.0,28.0,42.0,41.0,35.0,33.5,35.0,35.0
