POS	Code	Case	Code	Number	Code	Genre	Code	Degre	Code	Mode	Code	Temps	Code	Voix	Code	Personne	Code	Morph	Empty
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Parfait	Perf	Actif	Act	2	2		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Parfait	Perf	Actif	Act	3	3		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Parfait	Perf	Actif	Act	1	1		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Parfait	Perf	Actif	Act	2	2		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Parfait	Perf	Actif	Act	3	3		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Plus-que-parfait	Pqp	Actif	Act	1	1		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Plus-que-parfait	Pqp	Actif	Act	2	2		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Plus-que-parfait	Pqp	Actif	Act	3	3		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Plus-que-parfait	Pqp	Actif	Act	1	1		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Plus-que-parfait	Pqp	Actif	Act	2	2		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Plus-que-parfait	Pqp	Actif	Act	3	3		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Présent	Pres	Passif	Pass	1	1		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Présent	Pres	Passif	Pass	2	2		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Présent	Pres	Passif	Pass	3	3		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Présent	Pres	Passif	Pass	1	1		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Présent	Pres	Passif	Pass	2	2		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Présent	Pres	Passif	Pass	3	3		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Imparfait	Impa	Passif	Pass	1	1		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Imparfait	Impa	Passif	Pass	2	2		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Imparfait	Impa	Passif	Pass	3	3		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Imparfait	Impa	Passif	Pass	1	1		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Imparfait	Impa	Passif	Pass	2	2		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Imparfait	Impa	Passif	Pass	3	3		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Présent	Pres	Déponent	Dep	1	1		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Présent	Pres	Déponent	Dep	2	2		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Présent	Pres	Déponent	Dep	3	3		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Présent	Pres	Déponent	Dep	1	1		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Présent	Pres	Déponent	Dep	2	2		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Présent	Pres	Déponent	Dep	3	3		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Imparfait	Impa	Déponent	Dep	1	1		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Imparfait	Impa	Déponent	Dep	2	2		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Imparfait	Impa	Déponent	Dep	3	3		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Imparfait	Impa	Déponent	Dep	1	1		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Imparfait	Impa	Déponent	Dep	2	2		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Imparfait	Impa	Déponent	Dep	3	3		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Présent	Pres	SemiDéponent	SemDep	1	1		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Présent	Pres	SemiDéponent	SemDep	2	2		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Présent	Pres	SemiDéponent	SemDep	3	3		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Présent	Pres	SemiDéponent	SemDep	1	1		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Présent	Pres	SemiDéponent	SemDep	2	2		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Présent	Pres	SemiDéponent	SemDep	3	3		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Imparfait	Impa	SemiDéponent	SemDep	1	1		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Imparfait	Impa	SemiDéponent	SemDep	2	2		
Verbe	VER			Singulier	Sing					Subjonctif	Sub	Imparfait	Impa	SemiDéponent	SemDep	3	3		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Imparfait	Impa	SemiDéponent	SemDep	1	1		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Imparfait	Impa	SemiDéponent	SemDep	2	2		
Verbe	VER			Pluriel	Plur					Subjonctif	Sub	Imparfait	Impa	SemiDéponent	SemDep	3	3		
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Commun	Com	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Ablatif	Abl	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Locatif	Loc	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif	ADJqua	Nominatif	Nom	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Vocatif	Voc	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Accusatif	Acc	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Génitif	Gen	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Datif	Dat	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Ablatif	Abl	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Locatif	Loc	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Nominatif	Nom	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Vocatif	Voc	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Accusatif	Acc	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Génitif	Gen	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif	ADJqua	Datif	Dat	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
