POS	Code	Case	Code	Number	Code	Genre	Code	Degre	Code	Mode	Code	Temps	Code	Voix	Code	Personne	Code	Morph	Empty
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Féminin	Fem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Masculin Féminin	MascFem	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Masculin	Masc	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Masculin Neutre	MascNeut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Neutre	Neut	Positif	Pos										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Commun	Com	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Féminin	Fem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Masculin Féminin	MascFem	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Masculin	Masc	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Masculin Neutre	MascNeut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Neutre	Neut	Comparatif	Comp										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Commun	Com	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Féminin	Fem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Masculin Féminin	MascFem	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Masculin	Masc	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Masculin Neutre	MascNeut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Singulier	Sing	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Singulier	Sing	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Singulier	Sing	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Singulier	Sing	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Singulier	Sing	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Singulier	Sing	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Singulier	Sing	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Nominatif	Nom	Pluriel	Plur	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Vocatif	Voc	Pluriel	Plur	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Accusatif	Acc	Pluriel	Plur	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Génitif	Gen	Pluriel	Plur	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Datif	Dat	Pluriel	Plur	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Ablatif	Abl	Pluriel	Plur	Neutre	Neut	Superlatif	Sup										
Adjectif Multiplicatif	ADJmul	Locatif	Loc	Pluriel	Plur	Neutre	Neut	Superlatif	Sup										
Pronom Personnel	PROper	Nominatif	Nom	Singulier	Sing													NA Rien	Empty
